"jurisdiccion_de_residencia_id","jurisdiccion_de_residencia_nombre","tipo_de_parto_id","tipo_de_parto_nombre","sexo","sexo_nombre","edad_de_la_madre_grupos_id","edad_de_la_madre_grupos_nombre","semanas_de_gestacion_id","semanas_de_gestacion_nombre","instruccion_de_la_madre_id","instruccion_de_la_madre_nombre","Intervalos_de_peso_al_nacer_id","intervalos_de_peso_al_nacer_nombre","cantidad_nacimientos"
6,"Buenos Aires",2,"Múltiple",2,"Mujer",7,"40 a 44",5,"32 a 36",5,"Secundaria/Polimodal Completa",7,"3000 a 3499",1
54,"Misiones",1,"Simple",1,"Varón",3,"20 a 24",4,"28 a 31",6,"Terciaria/Universitaria Incomp",2,"500 a 999",1
82,"Santa Fe",2,"Múltiple",1,"Varón",6,"35 a 39",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",5,"2000 a 2499",1
22,"Chaco",1,"Simple",2,"Mujer",5,"30 a 34",5,"32 a 36",6,"Terciaria/Universitaria Incomp",5,"2000 a 2499",3
2,"Ciudad Aut. de Buenos Aires",1,"Simple",1,"Varón",2,"15 a 19",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",7,"3000 a 3499",132
34,"Formosa",2,"Múltiple",2,"Mujer",3,"20 a 24",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",4,"1500 a 1999",1
82,"Santa Fe",2,"Múltiple",2,"Mujer",7,"40 a 44",6,"37 a 41",6,"Terciaria/Universitaria Incomp",5,"2000 a 2499",1
62,"Río Negro",1,"Simple",2,"Mujer",3,"20 a 24",6,"37 a 41",3,"Primaria/C. EGB Completa",7,"3000 a 3499",70
14,"Córdoba",1,"Simple",2,"Mujer",4,"25 a 29",4,"28 a 31",4,"Secundaria/Polimodal Incomplet",4,"1500 a 1999",1
50,"Mendoza",2,"Múltiple",2,"Mujer",7,"40 a 44",6,"37 a 41",2,"Primaria/C. EGB Incompleta",5,"2000 a 2499",2
70,"San Juan",1,"Simple",1,"Varón",2,"15 a 19",5,"32 a 36",4,"Secundaria/Polimodal Incomplet",6,"2500 a 2999",10
70,"San Juan",1,"Simple",2,"Mujer",7,"40 a 44",6,"37 a 41",2,"Primaria/C. EGB Incompleta",8,"De 3500 y más",5
90,"Tucumán",1,"Simple",2,"Mujer",3,"20 a 24",8,"Sin especificar",3,"Primaria/C. EGB Completa",6,"2500 a 2999",1
22,"Chaco",1,"Simple",1,"Varón",1,"Menor de 15",3,"24 a 27",3,"Primaria/C. EGB Completa",3,"1000 a 1499",1
14,"Córdoba",1,"Simple",2,"Mujer",3,"20 a 24",5,"32 a 36",5,"Secundaria/Polimodal Completa",5,"2000 a 2499",36
86,"Santiago del Estero",1,"Simple",2,"Mujer",7,"40 a 44",5,"32 a 36",7,"Terciaria/Universitaria Comple",5,"2000 a 2499",4
98,"Otro país",1,"Simple",9,"Sin espeficar",5,"30 a 34",5,"32 a 36",5,"Secundaria/Polimodal Completa",4,"1500 a 1999",1
66,"Salta",1,"Simple",1,"Varón",6,"35 a 39",6,"37 a 41",3,"Primaria/C. EGB Completa",6,"2500 a 2999",26
6,"Buenos Aires",1,"Simple",9,"Sin espeficar",2,"15 a 19",7,"42 y más",3,"Primaria/C. EGB Completa",8,"De 3500 y más",1
34,"Formosa",1,"Simple",1,"Varón",3,"20 a 24",2,"22 a 23",8,"Sin especificar",2,"500 a 999",1
22,"Chaco",1,"Simple",1,"Varón",2,"15 a 19",6,"37 a 41",1,"Sin instrucción",6,"2500 a 2999",3
6,"Buenos Aires",1,"Simple",2,"Mujer",3,"20 a 24",8,"Sin especificar",4,"Secundaria/Polimodal Incomplet",4,"1500 a 1999",3
18,"Corrientes",1,"Simple",1,"Varón",5,"30 a 34",8,"Sin especificar",3,"Primaria/C. EGB Completa",8,"De 3500 y más",1
90,"Tucumán",1,"Simple",2,"Mujer",4,"25 a 29",6,"37 a 41",1,"Sin instrucción",6,"2500 a 2999",1
82,"Santa Fe",1,"Simple",1,"Varón",4,"25 a 29",5,"32 a 36",6,"Terciaria/Universitaria Incomp",8,"De 3500 y más",1
82,"Santa Fe",1,"Simple",1,"Varón",5,"30 a 34",6,"37 a 41",5,"Secundaria/Polimodal Completa",8,"De 3500 y más",698
30,"Entre Ríos",1,"Simple",2,"Mujer",3,"20 a 24",6,"37 a 41",8,"Sin especificar",7,"3000 a 3499",13
22,"Chaco",1,"Simple",1,"Varón",1,"Menor de 15",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",8,"De 3500 y más",10
58,"Neuquén",1,"Simple",1,"Varón",3,"20 a 24",5,"32 a 36",5,"Secundaria/Polimodal Completa",6,"2500 a 2999",10
74,"San Luis",2,"Múltiple",1,"Varón",6,"35 a 39",5,"32 a 36",5,"Secundaria/Polimodal Completa",6,"2500 a 2999",1
42,"La Pampa",2,"Múltiple",2,"Mujer",7,"40 a 44",6,"37 a 41",5,"Secundaria/Polimodal Completa",5,"2000 a 2499",1
22,"Chaco",1,"Simple",1,"Varón",3,"20 a 24",8,"Sin especificar",4,"Secundaria/Polimodal Incomplet",7,"3000 a 3499",1
18,"Corrientes",1,"Simple",2,"Mujer",2,"15 a 19",5,"32 a 36",5,"Secundaria/Polimodal Completa",5,"2000 a 2499",8
30,"Entre Ríos",2,"Múltiple",2,"Mujer",3,"20 a 24",5,"32 a 36",2,"Primaria/C. EGB Incompleta",4,"1500 a 1999",1
99,"Lugar no especificado",1,"Simple",1,"Varón",9,"Sin especificar",6,"37 a 41",5,"Secundaria/Polimodal Completa",6,"2500 a 2999",1
34,"Formosa",1,"Simple",2,"Mujer",4,"25 a 29",5,"32 a 36",3,"Primaria/C. EGB Completa",7,"3000 a 3499",1
58,"Neuquén",1,"Simple",2,"Mujer",2,"15 a 19",6,"37 a 41",2,"Primaria/C. EGB Incompleta",7,"3000 a 3499",6
98,"Otro país",1,"Simple",1,"Varón",5,"30 a 34",6,"37 a 41",1,"Sin instrucción",8,"De 3500 y más",1
54,"Misiones",2,"Múltiple",1,"Varón",2,"15 a 19",5,"32 a 36",2,"Primaria/C. EGB Incompleta",4,"1500 a 1999",2
74,"San Luis",1,"Simple",2,"Mujer",2,"15 a 19",5,"32 a 36",4,"Secundaria/Polimodal Incomplet",8,"De 3500 y más",2
26,"Chubut",1,"Simple",2,"Mujer",8,"De 45 y más",5,"32 a 36",5,"Secundaria/Polimodal Completa",7,"3000 a 3499",1
58,"Neuquén",1,"Simple",1,"Varón",6,"35 a 39",6,"37 a 41",5,"Secundaria/Polimodal Completa",6,"2500 a 2999",12
14,"Córdoba",2,"Múltiple",2,"Mujer",6,"35 a 39",5,"32 a 36",7,"Terciaria/Universitaria Comple",3,"1000 a 1499",2
54,"Misiones",1,"Simple",2,"Mujer",7,"40 a 44",5,"32 a 36",4,"Secundaria/Polimodal Incomplet",7,"3000 a 3499",1
66,"Salta",1,"Simple",1,"Varón",5,"30 a 34",8,"Sin especificar",3,"Primaria/C. EGB Completa",8,"De 3500 y más",3
22,"Chaco",1,"Simple",2,"Mujer",2,"15 a 19",7,"42 y más",4,"Secundaria/Polimodal Incomplet",9,"Sin especificar",1
70,"San Juan",1,"Simple",1,"Varón",3,"20 a 24",6,"37 a 41",6,"Terciaria/Universitaria Incomp",6,"2500 a 2999",16
74,"San Luis",1,"Simple",2,"Mujer",7,"40 a 44",6,"37 a 41",8,"Sin especificar",6,"2500 a 2999",1
70,"San Juan",1,"Simple",1,"Varón",5,"30 a 34",5,"32 a 36",6,"Terciaria/Universitaria Incomp",5,"2000 a 2499",2
70,"San Juan",1,"Simple",2,"Mujer",4,"25 a 29",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",7,"3000 a 3499",182
74,"San Luis",1,"Simple",1,"Varón",4,"25 a 29",5,"32 a 36",7,"Terciaria/Universitaria Comple",7,"3000 a 3499",3
70,"San Juan",1,"Simple",1,"Varón",7,"40 a 44",6,"37 a 41",6,"Terciaria/Universitaria Incomp",6,"2500 a 2999",1
22,"Chaco",1,"Simple",1,"Varón",3,"20 a 24",5,"32 a 36",4,"Secundaria/Polimodal Incomplet",3,"1000 a 1499",5
2,"Ciudad Aut. de Buenos Aires",1,"Simple",1,"Varón",5,"30 a 34",5,"32 a 36",3,"Primaria/C. EGB Completa",7,"3000 a 3499",2
34,"Formosa",1,"Simple",1,"Varón",3,"20 a 24",5,"32 a 36",7,"Terciaria/Universitaria Comple",7,"3000 a 3499",3
6,"Buenos Aires",1,"Simple",2,"Mujer",4,"25 a 29",8,"Sin especificar",5,"Secundaria/Polimodal Completa",5,"2000 a 2499",7
66,"Salta",1,"Simple",2,"Mujer",2,"15 a 19",8,"Sin especificar",4,"Secundaria/Polimodal Incomplet",6,"2500 a 2999",3
74,"San Luis",1,"Simple",1,"Varón",7,"40 a 44",6,"37 a 41",5,"Secundaria/Polimodal Completa",7,"3000 a 3499",18
50,"Mendoza",1,"Simple",2,"Mujer",5,"30 a 34",5,"32 a 36",5,"Secundaria/Polimodal Completa",6,"2500 a 2999",11
99,"Lugar no especificado",1,"Simple",2,"Mujer",4,"25 a 29",6,"37 a 41",5,"Secundaria/Polimodal Completa",8,"De 3500 y más",14
54,"Misiones",1,"Simple",1,"Varón",2,"15 a 19",6,"37 a 41",5,"Secundaria/Polimodal Completa",6,"2500 a 2999",35
99,"Lugar no especificado",1,"Simple",2,"Mujer",3,"20 a 24",6,"37 a 41",5,"Secundaria/Polimodal Completa",6,"2500 a 2999",5
58,"Neuquén",1,"Simple",2,"Mujer",7,"40 a 44",6,"37 a 41",7,"Terciaria/Universitaria Comple",5,"2000 a 2499",2
62,"Río Negro",1,"Simple",1,"Varón",7,"40 a 44",5,"32 a 36",3,"Primaria/C. EGB Completa",7,"3000 a 3499",1
86,"Santiago del Estero",1,"Simple",1,"Varón",5,"30 a 34",6,"37 a 41",7,"Terciaria/Universitaria Comple",5,"2000 a 2499",5
42,"La Pampa",1,"Simple",1,"Varón",5,"30 a 34",4,"28 a 31",4,"Secundaria/Polimodal Incomplet",4,"1500 a 1999",1
50,"Mendoza",1,"Simple",1,"Varón",3,"20 a 24",4,"28 a 31",7,"Terciaria/Universitaria Comple",4,"1500 a 1999",1
34,"Formosa",1,"Simple",2,"Mujer",6,"35 a 39",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",6,"2500 a 2999",17
54,"Misiones",1,"Simple",1,"Varón",1,"Menor de 15",6,"37 a 41",1,"Sin instrucción",5,"2000 a 2499",1
18,"Corrientes",1,"Simple",2,"Mujer",4,"25 a 29",5,"32 a 36",3,"Primaria/C. EGB Completa",4,"1500 a 1999",2
14,"Córdoba",2,"Múltiple",2,"Mujer",6,"35 a 39",5,"32 a 36",4,"Secundaria/Polimodal Incomplet",6,"2500 a 2999",2
6,"Buenos Aires",1,"Simple",1,"Varón",9,"Sin especificar",8,"Sin especificar",5,"Secundaria/Polimodal Completa",8,"De 3500 y más",3
26,"Chubut",2,"Múltiple",2,"Mujer",4,"25 a 29",6,"37 a 41",8,"Sin especificar",5,"2000 a 2499",2
6,"Buenos Aires",2,"Múltiple",1,"Varón",6,"35 a 39",5,"32 a 36",5,"Secundaria/Polimodal Completa",3,"1000 a 1499",5
62,"Río Negro",2,"Múltiple",1,"Varón",5,"30 a 34",5,"32 a 36",4,"Secundaria/Polimodal Incomplet",3,"1000 a 1499",1
94,"Tierra del Fuego",1,"Simple",1,"Varón",3,"20 a 24",6,"37 a 41",7,"Terciaria/Universitaria Comple",8,"De 3500 y más",2
42,"La Pampa",1,"Simple",1,"Varón",3,"20 a 24",6,"37 a 41",1,"Sin instrucción",7,"3000 a 3499",2
22,"Chaco",1,"Simple",1,"Varón",4,"25 a 29",5,"32 a 36",5,"Secundaria/Polimodal Completa",6,"2500 a 2999",18
82,"Santa Fe",2,"Múltiple",2,"Mujer",4,"25 a 29",5,"32 a 36",3,"Primaria/C. EGB Completa",7,"3000 a 3499",1
86,"Santiago del Estero",1,"Simple",1,"Varón",4,"25 a 29",7,"42 y más",3,"Primaria/C. EGB Completa",7,"3000 a 3499",4
82,"Santa Fe",1,"Simple",2,"Mujer",6,"35 a 39",5,"32 a 36",3,"Primaria/C. EGB Completa",7,"3000 a 3499",11
74,"San Luis",1,"Simple",1,"Varón",9,"Sin especificar",8,"Sin especificar",8,"Sin especificar",9,"Sin especificar",1
46,"La Rioja",2,"Múltiple",1,"Varón",5,"30 a 34",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",6,"2500 a 2999",1
94,"Tierra del Fuego",1,"Simple",2,"Mujer",5,"30 a 34",4,"28 a 31",5,"Secundaria/Polimodal Completa",3,"1000 a 1499",1
10,"Catamarca",1,"Simple",1,"Varón",3,"20 a 24",5,"32 a 36",5,"Secundaria/Polimodal Completa",6,"2500 a 2999",3
6,"Buenos Aires",1,"Simple",1,"Varón",8,"De 45 y más",8,"Sin especificar",8,"Sin especificar",5,"2000 a 2499",1
62,"Río Negro",1,"Simple",2,"Mujer",6,"35 a 39",5,"32 a 36",6,"Terciaria/Universitaria Incomp",6,"2500 a 2999",3
90,"Tucumán",2,"Múltiple",1,"Varón",6,"35 a 39",5,"32 a 36",7,"Terciaria/Universitaria Comple",9,"Sin especificar",1
6,"Buenos Aires",1,"Simple",1,"Varón",6,"35 a 39",6,"37 a 41",5,"Secundaria/Polimodal Completa",4,"1500 a 1999",5
38,"Jujuy",1,"Simple",1,"Varón",6,"35 a 39",4,"28 a 31",5,"Secundaria/Polimodal Completa",2,"500 a 999",2
14,"Córdoba",1,"Simple",2,"Mujer",6,"35 a 39",4,"28 a 31",3,"Primaria/C. EGB Completa",4,"1500 a 1999",2
22,"Chaco",1,"Simple",1,"Varón",4,"25 a 29",7,"42 y más",5,"Secundaria/Polimodal Completa",6,"2500 a 2999",1
54,"Misiones",2,"Múltiple",2,"Mujer",3,"20 a 24",4,"28 a 31",3,"Primaria/C. EGB Completa",4,"1500 a 1999",1
14,"Córdoba",1,"Simple",2,"Mujer",7,"40 a 44",5,"32 a 36",2,"Primaria/C. EGB Incompleta",8,"De 3500 y más",1
74,"San Luis",1,"Simple",2,"Mujer",6,"35 a 39",4,"28 a 31",7,"Terciaria/Universitaria Comple",3,"1000 a 1499",1
18,"Corrientes",1,"Simple",2,"Mujer",3,"20 a 24",6,"37 a 41",6,"Terciaria/Universitaria Incomp",8,"De 3500 y más",32
14,"Córdoba",1,"Simple",1,"Varón",5,"30 a 34",6,"37 a 41",2,"Primaria/C. EGB Incompleta",7,"3000 a 3499",21
82,"Santa Fe",1,"Simple",1,"Varón",7,"40 a 44",6,"37 a 41",7,"Terciaria/Universitaria Comple",8,"De 3500 y más",114
82,"Santa Fe",1,"Simple",2,"Mujer",6,"35 a 39",6,"37 a 41",7,"Terciaria/Universitaria Comple",7,"3000 a 3499",592
6,"Buenos Aires",1,"Simple",2,"Mujer",5,"30 a 34",4,"28 a 31",4,"Secundaria/Polimodal Incomplet",9,"Sin especificar",1
54,"Misiones",1,"Simple",2,"Mujer",4,"25 a 29",5,"32 a 36",5,"Secundaria/Polimodal Completa",4,"1500 a 1999",7
62,"Río Negro",1,"Simple",1,"Varón",3,"20 a 24",8,"Sin especificar",2,"Primaria/C. EGB Incompleta",7,"3000 a 3499",1
6,"Buenos Aires",2,"Múltiple",2,"Mujer",2,"15 a 19",4,"28 a 31",3,"Primaria/C. EGB Completa",2,"500 a 999",2
22,"Chaco",1,"Simple",1,"Varón",4,"25 a 29",6,"37 a 41",7,"Terciaria/Universitaria Comple",8,"De 3500 y más",106
86,"Santiago del Estero",1,"Simple",2,"Mujer",4,"25 a 29",5,"32 a 36",2,"Primaria/C. EGB Incompleta",5,"2000 a 2499",3
6,"Buenos Aires",1,"Simple",9,"Sin espeficar",9,"Sin especificar",6,"37 a 41",6,"Terciaria/Universitaria Incomp",7,"3000 a 3499",8
14,"Córdoba",1,"Simple",2,"Mujer",2,"15 a 19",6,"37 a 41",6,"Terciaria/Universitaria Incomp",7,"3000 a 3499",20
6,"Buenos Aires",1,"Simple",2,"Mujer",5,"30 a 34",6,"37 a 41",6,"Terciaria/Universitaria Incomp",7,"3000 a 3499",595
42,"La Pampa",1,"Simple",1,"Varón",6,"35 a 39",5,"32 a 36",5,"Secundaria/Polimodal Completa",7,"3000 a 3499",3
66,"Salta",1,"Simple",1,"Varón",3,"20 a 24",8,"Sin especificar",4,"Secundaria/Polimodal Incomplet",8,"De 3500 y más",2
78,"Santa Cruz",1,"Simple",2,"Mujer",2,"15 a 19",6,"37 a 41",5,"Secundaria/Polimodal Completa",8,"De 3500 y más",8
90,"Tucumán",2,"Múltiple",1,"Varón",7,"40 a 44",4,"28 a 31",5,"Secundaria/Polimodal Completa",3,"1000 a 1499",1
54,"Misiones",1,"Simple",2,"Mujer",3,"20 a 24",7,"42 y más",5,"Secundaria/Polimodal Completa",7,"3000 a 3499",1
74,"San Luis",1,"Simple",1,"Varón",7,"40 a 44",5,"32 a 36",7,"Terciaria/Universitaria Comple",5,"2000 a 2499",1
86,"Santiago del Estero",2,"Múltiple",1,"Varón",5,"30 a 34",5,"32 a 36",5,"Secundaria/Polimodal Completa",5,"2000 a 2499",1
6,"Buenos Aires",1,"Simple",2,"Mujer",7,"40 a 44",6,"37 a 41",8,"Sin especificar",4,"1500 a 1999",1
74,"San Luis",1,"Simple",2,"Mujer",5,"30 a 34",6,"37 a 41",6,"Terciaria/Universitaria Incomp",7,"3000 a 3499",36
6,"Buenos Aires",1,"Simple",1,"Varón",6,"35 a 39",5,"32 a 36",3,"Primaria/C. EGB Completa",6,"2500 a 2999",60
90,"Tucumán",1,"Simple",2,"Mujer",4,"25 a 29",3,"24 a 27",5,"Secundaria/Polimodal Completa",2,"500 a 999",2
6,"Buenos Aires",1,"Simple",1,"Varón",3,"20 a 24",5,"32 a 36",1,"Sin instrucción",6,"2500 a 2999",1
18,"Corrientes",1,"Simple",2,"Mujer",3,"20 a 24",7,"42 y más",8,"Sin especificar",5,"2000 a 2499",1
30,"Entre Ríos",1,"Simple",2,"Mujer",3,"20 a 24",5,"32 a 36",7,"Terciaria/Universitaria Comple",5,"2000 a 2499",1
62,"Río Negro",1,"Simple",1,"Varón",3,"20 a 24",5,"32 a 36",3,"Primaria/C. EGB Completa",5,"2000 a 2499",2
6,"Buenos Aires",2,"Múltiple",1,"Varón",7,"40 a 44",6,"37 a 41",8,"Sin especificar",5,"2000 a 2499",3
90,"Tucumán",1,"Simple",1,"Varón",4,"25 a 29",5,"32 a 36",6,"Terciaria/Universitaria Incomp",6,"2500 a 2999",13
62,"Río Negro",1,"Simple",1,"Varón",3,"20 a 24",6,"37 a 41",2,"Primaria/C. EGB Incompleta",7,"3000 a 3499",5
18,"Corrientes",2,"Múltiple",1,"Varón",4,"25 a 29",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",5,"2000 a 2499",1
46,"La Rioja",2,"Múltiple",1,"Varón",9,"Sin especificar",6,"37 a 41",8,"Sin especificar",7,"3000 a 3499",1
82,"Santa Fe",1,"Simple",1,"Varón",5,"30 a 34",6,"37 a 41",8,"Sin especificar",5,"2000 a 2499",1
6,"Buenos Aires",1,"Simple",2,"Mujer",2,"15 a 19",8,"Sin especificar",3,"Primaria/C. EGB Completa",8,"De 3500 y más",14
18,"Corrientes",1,"Simple",2,"Mujer",2,"15 a 19",6,"37 a 41",7,"Terciaria/Universitaria Comple",6,"2500 a 2999",4
6,"Buenos Aires",1,"Simple",1,"Varón",7,"40 a 44",3,"24 a 27",4,"Secundaria/Polimodal Incomplet",4,"1500 a 1999",1
74,"San Luis",1,"Simple",2,"Mujer",4,"25 a 29",5,"32 a 36",6,"Terciaria/Universitaria Incomp",7,"3000 a 3499",1
30,"Entre Ríos",1,"Simple",2,"Mujer",2,"15 a 19",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",3,"1000 a 1499",2
2,"Ciudad Aut. de Buenos Aires",1,"Simple",2,"Mujer",3,"20 a 24",6,"37 a 41",3,"Primaria/C. EGB Completa",6,"2500 a 2999",70
6,"Buenos Aires",2,"Múltiple",2,"Mujer",4,"25 a 29",4,"28 a 31",8,"Sin especificar",3,"1000 a 1499",2
18,"Corrientes",1,"Simple",1,"Varón",6,"35 a 39",5,"32 a 36",8,"Sin especificar",4,"1500 a 1999",2
6,"Buenos Aires",1,"Simple",1,"Varón",3,"20 a 24",5,"32 a 36",7,"Terciaria/Universitaria Comple",3,"1000 a 1499",1
2,"Ciudad Aut. de Buenos Aires",1,"Simple",2,"Mujer",5,"30 a 34",4,"28 a 31",3,"Primaria/C. EGB Completa",2,"500 a 999",1
6,"Buenos Aires",1,"Simple",2,"Mujer",5,"30 a 34",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",4,"1500 a 1999",9
38,"Jujuy",1,"Simple",2,"Mujer",5,"30 a 34",6,"37 a 41",7,"Terciaria/Universitaria Comple",5,"2000 a 2499",2
30,"Entre Ríos",1,"Simple",2,"Mujer",3,"20 a 24",5,"32 a 36",2,"Primaria/C. EGB Incompleta",7,"3000 a 3499",2
34,"Formosa",1,"Simple",2,"Mujer",2,"15 a 19",4,"28 a 31",4,"Secundaria/Polimodal Incomplet",2,"500 a 999",2
70,"San Juan",1,"Simple",2,"Mujer",3,"20 a 24",4,"28 a 31",4,"Secundaria/Polimodal Incomplet",2,"500 a 999",1
18,"Corrientes",1,"Simple",1,"Varón",2,"15 a 19",5,"32 a 36",3,"Primaria/C. EGB Completa",5,"2000 a 2499",8
70,"San Juan",1,"Simple",2,"Mujer",6,"35 a 39",6,"37 a 41",3,"Primaria/C. EGB Completa",5,"2000 a 2499",2
6,"Buenos Aires",9,"Sin especificar",9,"Sin espeficar",3,"20 a 24",8,"Sin especificar",5,"Secundaria/Polimodal Completa",8,"De 3500 y más",1
66,"Salta",1,"Simple",2,"Mujer",2,"15 a 19",5,"32 a 36",4,"Secundaria/Polimodal Incomplet",5,"2000 a 2499",40
18,"Corrientes",1,"Simple",1,"Varón",6,"35 a 39",2,"22 a 23",3,"Primaria/C. EGB Completa",2,"500 a 999",1
42,"La Pampa",1,"Simple",2,"Mujer",2,"15 a 19",5,"32 a 36",4,"Secundaria/Polimodal Incomplet",5,"2000 a 2499",4
66,"Salta",1,"Simple",2,"Mujer",2,"15 a 19",2,"22 a 23",3,"Primaria/C. EGB Completa",2,"500 a 999",1
82,"Santa Fe",2,"Múltiple",2,"Mujer",2,"15 a 19",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",6,"2500 a 2999",10
54,"Misiones",1,"Simple",2,"Mujer",2,"15 a 19",6,"37 a 41",3,"Primaria/C. EGB Completa",4,"1500 a 1999",4
18,"Corrientes",1,"Simple",2,"Mujer",5,"30 a 34",5,"32 a 36",6,"Terciaria/Universitaria Incomp",5,"2000 a 2499",1
6,"Buenos Aires",1,"Simple",2,"Mujer",4,"25 a 29",3,"24 a 27",5,"Secundaria/Polimodal Completa",2,"500 a 999",11
2,"Ciudad Aut. de Buenos Aires",1,"Simple",2,"Mujer",6,"35 a 39",6,"37 a 41",5,"Secundaria/Polimodal Completa",4,"1500 a 1999",1
54,"Misiones",1,"Simple",1,"Varón",6,"35 a 39",6,"37 a 41",7,"Terciaria/Universitaria Comple",7,"3000 a 3499",96
66,"Salta",2,"Múltiple",1,"Varón",6,"35 a 39",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",7,"3000 a 3499",2
14,"Córdoba",1,"Simple",1,"Varón",6,"35 a 39",4,"28 a 31",5,"Secundaria/Polimodal Completa",3,"1000 a 1499",9
78,"Santa Cruz",2,"Múltiple",2,"Mujer",5,"30 a 34",6,"37 a 41",5,"Secundaria/Polimodal Completa",6,"2500 a 2999",4
66,"Salta",1,"Simple",2,"Mujer",3,"20 a 24",6,"37 a 41",6,"Terciaria/Universitaria Incomp",6,"2500 a 2999",36
82,"Santa Fe",2,"Múltiple",1,"Varón",6,"35 a 39",6,"37 a 41",3,"Primaria/C. EGB Completa",6,"2500 a 2999",3
66,"Salta",1,"Simple",1,"Varón",3,"20 a 24",7,"42 y más",4,"Secundaria/Polimodal Incomplet",8,"De 3500 y más",7
54,"Misiones",1,"Simple",1,"Varón",5,"30 a 34",5,"32 a 36",7,"Terciaria/Universitaria Comple",5,"2000 a 2499",6
6,"Buenos Aires",1,"Simple",1,"Varón",6,"35 a 39",4,"28 a 31",7,"Terciaria/Universitaria Comple",2,"500 a 999",7
2,"Ciudad Aut. de Buenos Aires",1,"Simple",1,"Varón",8,"De 45 y más",6,"37 a 41",6,"Terciaria/Universitaria Incomp",7,"3000 a 3499",4
30,"Entre Ríos",2,"Múltiple",2,"Mujer",2,"15 a 19",5,"32 a 36",3,"Primaria/C. EGB Completa",6,"2500 a 2999",1
22,"Chaco",1,"Simple",2,"Mujer",3,"20 a 24",6,"37 a 41",2,"Primaria/C. EGB Incompleta",9,"Sin especificar",1
50,"Mendoza",1,"Simple",1,"Varón",2,"15 a 19",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",6,"2500 a 2999",181
22,"Chaco",1,"Simple",1,"Varón",3,"20 a 24",6,"37 a 41",7,"Terciaria/Universitaria Comple",6,"2500 a 2999",10
22,"Chaco",2,"Múltiple",2,"Mujer",3,"20 a 24",5,"32 a 36",3,"Primaria/C. EGB Completa",4,"1500 a 1999",2
22,"Chaco",1,"Simple",2,"Mujer",7,"40 a 44",5,"32 a 36",4,"Secundaria/Polimodal Incomplet",6,"2500 a 2999",3
18,"Corrientes",1,"Simple",1,"Varón",3,"20 a 24",5,"32 a 36",4,"Secundaria/Polimodal Incomplet",6,"2500 a 2999",18
54,"Misiones",2,"Múltiple",2,"Mujer",2,"15 a 19",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",5,"2000 a 2499",3
90,"Tucumán",2,"Múltiple",2,"Mujer",4,"25 a 29",5,"32 a 36",5,"Secundaria/Polimodal Completa",5,"2000 a 2499",16
14,"Córdoba",1,"Simple",1,"Varón",2,"15 a 19",7,"42 y más",5,"Secundaria/Polimodal Completa",8,"De 3500 y más",1
94,"Tierra del Fuego",1,"Simple",1,"Varón",5,"30 a 34",5,"32 a 36",7,"Terciaria/Universitaria Comple",6,"2500 a 2999",2
50,"Mendoza",2,"Múltiple",1,"Varón",5,"30 a 34",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",6,"2500 a 2999",4
66,"Salta",1,"Simple",1,"Varón",5,"30 a 34",3,"24 a 27",5,"Secundaria/Polimodal Completa",2,"500 a 999",2
18,"Corrientes",2,"Múltiple",1,"Varón",5,"30 a 34",5,"32 a 36",6,"Terciaria/Universitaria Incomp",4,"1500 a 1999",2
6,"Buenos Aires",1,"Simple",1,"Varón",7,"40 a 44",5,"32 a 36",7,"Terciaria/Universitaria Comple",5,"2000 a 2499",29
2,"Ciudad Aut. de Buenos Aires",1,"Simple",2,"Mujer",3,"20 a 24",8,"Sin especificar",8,"Sin especificar",8,"De 3500 y más",1
6,"Buenos Aires",1,"Simple",2,"Mujer",5,"30 a 34",6,"37 a 41",5,"Secundaria/Polimodal Completa",8,"De 3500 y más",2464
90,"Tucumán",2,"Múltiple",2,"Mujer",7,"40 a 44",6,"37 a 41",7,"Terciaria/Universitaria Comple",4,"1500 a 1999",1
70,"San Juan",1,"Simple",1,"Varón",7,"40 a 44",5,"32 a 36",3,"Primaria/C. EGB Completa",6,"2500 a 2999",1
22,"Chaco",2,"Múltiple",1,"Varón",5,"30 a 34",6,"37 a 41",7,"Terciaria/Universitaria Comple",6,"2500 a 2999",2
90,"Tucumán",1,"Simple",1,"Varón",3,"20 a 24",6,"37 a 41",5,"Secundaria/Polimodal Completa",8,"De 3500 y más",538
6,"Buenos Aires",1,"Simple",2,"Mujer",2,"15 a 19",6,"37 a 41",4,"Secundaria/Polimodal Incomplet",7,"3000 a 3499",2433
